timestamp,date,day_index,day_type,phase,HR_bpm,HRV_ms,accel_g,accel_label,skin_temp_C,SpO2_pct,fatigue_factor
2024-01-08 21:20:00,2024-01-08,8,training,rest,76.0,50.6,0.084,very_low,34.51,98.8,1.197
2024-01-08 21:30:00,2024-01-08,8,training,rest,72.7,54.2,0.086,very_low,34.1,98.8,1.197
2024-01-08 21:40:00,2024-01-08,8,training,rest,73.3,42.7,0.083,very_low,34.0,97.4,1.197
2024-01-08 21:50:00,2024-01-08,8,training,rest,81.5,42.1,0.065,very_low,34.35,97.2,1.197
2024-01-08 22:00:00,2024-01-08,8,training,sleep,64.0,59.0,0.041,very_low,34.28,96.6,1.197
2024-01-08 22:10:00,2024-01-08,8,training,sleep,55.0,49.3,0.002,very_low,34.04,95.1,1.197
2024-01-08 22:20:00,2024-01-08,8,training,sleep,71.8,57.0,0.023,very_low,34.17,96.4,1.197
2024-01-08 22:30:00,2024-01-08,8,training,sleep,60.4,48.5,0.044,very_low,33.7,98.2,1.197
2024-01-08 22:40:00,2024-01-08,8,training,sleep,63.0,56.0,0.042,very_low,34.19,96.2,1.197
2024-01-08 22:50:00,2024-01-08,8,training,sleep,60.9,54.7,0.025,very_low,33.67,95.6,1.197
2024-01-08 23:00:00,2024-01-08,8,training,sleep,70.4,56.5,0.003,very_low,33.92,96.3,1.197
2024-01-08 23:10:00,2024-01-08,8,training,sleep,62.1,60.1,0.032,very_low,33.66,97.2,1.197
2024-01-08 23:20:00,2024-01-08,8,training,sleep,57.1,62.1,0.015,very_low,34.03,95.8,1.197
2024-01-08 23:30:00,2024-01-08,8,training,sleep,60.8,49.7,0.026,very_low,33.68,97.8,1.197
2024-01-08 23:40:00,2024-01-08,8,training,sleep,58.2,51.6,0.008,very_low,33.69,97.7,1.197
2024-01-08 23:50:00,2024-01-08,8,training,sleep,61.5,55.4,0.031,very_low,34.04,98.4,1.197
2024-01-09 00:00:00,2024-01-09,9,recovery,sleep,58.7,62.6,0.013,very_low,33.68,96.2,1.142
2024-01-09 00:10:00,2024-01-09,9,recovery,sleep,56.8,64.3,0.043,very_low,33.8,97.9,1.142
2024-01-09 00:20:00,2024-01-09,9,recovery,sleep,60.8,51.5,0.014,very_low,33.76,95.0,1.142
2024-01-09 00:30:00,2024-01-09,9,recovery,sleep,60.3,63.8,0.029,very_low,33.99,97.3,1.142
2024-01-09 00:40:00,2024-01-09,9,recovery,sleep,64.2,54.2,0.047,very_low,33.65,96.5,1.142
2024-01-09 00:50:00,2024-01-09,9,recovery,sleep,54.0,67.8,0.049,very_low,34.11,96.3,1.142
2024-01-09 01:00:00,2024-01-09,9,recovery,sleep,60.8,62.4,0.022,very_low,33.61,95.3,1.142
2024-01-09 01:10:00,2024-01-09,9,recovery,sleep,54.6,57.0,0.031,very_low,34.33,98.1,1.142
2024-01-09 01:20:00,2024-01-09,9,recovery,sleep,55.0,65.9,0.018,very_low,33.75,95.8,1.142
2024-01-09 01:30:00,2024-01-09,9,recovery,sleep,58.9,65.4,0.045,very_low,33.9,96.7,1.142
2024-01-09 01:40:00,2024-01-09,9,recovery,sleep,63.4,50.6,0.011,very_low,34.19,95.8,1.142
2024-01-09 01:50:00,2024-01-09,9,recovery,sleep,61.8,59.4,0.025,very_low,34.04,95.6,1.142
2024-01-09 02:00:00,2024-01-09,9,recovery,sleep,54.1,61.7,0.039,very_low,33.58,97.5,1.142
2024-01-09 02:10:00,2024-01-09,9,recovery,sleep,60.2,56.7,0.045,very_low,33.92,97.0,1.142
2024-01-09 02:20:00,2024-01-09,9,recovery,sleep,55.5,51.3,0.034,very_low,34.05,97.2,1.142
2024-01-09 02:30:00,2024-01-09,9,recovery,sleep,64.5,66.6,0.044,very_low,33.78,97.1,1.142
2024-01-09 02:40:00,2024-01-09,9,recovery,sleep,59.0,57.7,0.03,very_low,34.17,96.8,1.142
2024-01-09 02:50:00,2024-01-09,9,recovery,sleep,63.7,60.4,0.041,very_low,34.19,98.1,1.142
2024-01-09 03:00:00,2024-01-09,9,recovery,sleep,60.5,58.6,0.01,very_low,33.58,97.3,1.142
2024-01-09 03:10:00,2024-01-09,9,recovery,sleep,63.8,50.0,0.025,very_low,33.65,98.4,1.142
2024-01-09 03:20:00,2024-01-09,9,recovery,sleep,61.4,53.0,0.008,very_low,34.06,96.0,1.142
2024-01-09 03:30:00,2024-01-09,9,recovery,sleep,65.8,60.1,0.047,very_low,33.89,95.7,1.142
2024-01-09 03:40:00,2024-01-09,9,recovery,sleep,63.9,61.8,0.022,very_low,33.76,95.3,1.142
2024-01-09 03:50:00,2024-01-09,9,recovery,sleep,60.7,62.0,0.032,very_low,33.85,96.6,1.142
2024-01-09 04:00:00,2024-01-09,9,recovery,sleep,63.9,65.8,0.017,very_low,33.69,97.4,1.142
2024-01-09 04:10:00,2024-01-09,9,recovery,sleep,69.3,58.4,0.024,very_low,33.79,95.1,1.142
2024-01-09 04:20:00,2024-01-09,9,recovery,sleep,61.5,64.1,0.026,very_low,33.6,96.3,1.142
2024-01-09 04:30:00,2024-01-09,9,recovery,sleep,57.0,58.7,0.04,very_low,33.65,97.5,1.142
2024-01-09 04:40:00,2024-01-09,9,recovery,sleep,58.2,53.4,0.022,very_low,33.77,95.9,1.142
2024-01-09 04:50:00,2024-01-09,9,recovery,sleep,66.0,48.6,0.002,very_low,33.8,95.9,1.142
2024-01-09 05:00:00,2024-01-09,9,recovery,sleep,58.2,49.6,0.0,very_low,33.83,95.1,1.142
2024-01-09 05:10:00,2024-01-09,9,recovery,sleep,56.6,62.6,0.002,very_low,33.81,96.6,1.142
2024-01-09 05:20:00,2024-01-09,9,recovery,sleep,61.8,57.3,0.026,very_low,33.87,96.7,1.142
2024-01-09 05:30:00,2024-01-09,9,recovery,sleep,59.5,61.6,0.031,very_low,34.11,98.1,1.142
2024-01-09 05:40:00,2024-01-09,9,recovery,sleep,60.5,51.6,0.022,very_low,34.17,96.5,1.142
2024-01-09 05:50:00,2024-01-09,9,recovery,sleep,54.7,56.5,0.017,very_low,33.97,97.6,1.142
2024-01-09 06:00:00,2024-01-09,9,recovery,wake_rest,77.7,50.6,0.165,low,34.04,98.0,1.142
2024-01-09 06:10:00,2024-01-09,9,recovery,wake_rest,70.6,47.8,0.136,low,34.44,97.8,1.142
2024-01-09 06:20:00,2024-01-09,9,recovery,wake_rest,69.2,45.8,0.196,low,34.58,99.1,1.142
2024-01-09 06:30:00,2024-01-09,9,recovery,wake_rest,72.8,50.8,0.095,very_low,34.6,98.2,1.142
2024-01-09 06:40:00,2024-01-09,9,recovery,wake_rest,71.3,50.8,0.133,low,34.42,98.6,1.142
2024-01-09 06:50:00,2024-01-09,9,recovery,wake_rest,68.2,51.3,0.111,low,34.36,97.2,1.142
2024-01-09 07:00:00,2024-01-09,9,recovery,rest,74.3,53.9,0.121,low,34.15,99.2,1.142
2024-01-09 07:10:00,2024-01-09,9,recovery,rest,78.4,49.1,0.162,low,34.11,98.0,1.142
2024-01-09 07:20:00,2024-01-09,9,recovery,rest,80.5,44.7,0.127,low,34.32,98.3,1.142
2024-01-09 07:30:00,2024-01-09,9,recovery,rest,77.7,49.0,0.081,very_low,34.14,97.9,1.142
2024-01-09 07:40:00,2024-01-09,9,recovery,rest,77.5,47.2,0.194,low,34.24,99.4,1.142
2024-01-09 07:50:00,2024-01-09,9,recovery,rest,73.6,55.9,0.082,very_low,34.43,99.1,1.142
2024-01-09 08:00:00,2024-01-09,9,recovery,rest,75.0,51.1,0.135,low,34.1,97.1,1.142
2024-01-09 08:10:00,2024-01-09,9,recovery,rest,81.0,52.0,0.182,low,33.86,99.3,1.142
2024-01-09 08:20:00,2024-01-09,9,recovery,rest,74.1,51.6,0.082,very_low,33.96,99.4,1.142
2024-01-09 08:30:00,2024-01-09,9,recovery,rest,75.6,48.0,0.087,very_low,33.8,99.0,1.142
2024-01-09 08:40:00,2024-01-09,9,recovery,rest,79.5,53.8,0.086,very_low,34.61,97.9,1.142
2024-01-09 08:50:00,2024-01-09,9,recovery,rest,75.6,47.1,0.078,very_low,34.28,98.7,1.142
2024-01-09 09:00:00,2024-01-09,9,recovery,active,113.5,43.8,0.246,low,35.25,97.6,1.142
2024-01-09 09:10:00,2024-01-09,9,recovery,active,120.2,40.3,0.404,moderate,34.63,97.4,1.142
2024-01-09 09:20:00,2024-01-09,9,recovery,active,108.4,42.2,0.454,moderate,34.64,98.2,1.142
2024-01-09 09:30:00,2024-01-09,9,recovery,active,101.3,32.5,0.29,low,34.81,98.1,1.142
2024-01-09 09:40:00,2024-01-09,9,recovery,active,121.9,32.5,0.432,moderate,34.73,98.6,1.142
2024-01-09 09:50:00,2024-01-09,9,recovery,active,119.8,32.7,0.262,low,35.01,97.1,1.142
2024-01-09 10:00:00,2024-01-09,9,recovery,active,118.6,40.7,0.363,moderate,34.82,98.5,1.142
2024-01-09 10:10:00,2024-01-09,9,recovery,active,112.7,37.3,0.389,moderate,34.22,97.8,1.142
2024-01-09 10:20:00,2024-01-09,9,recovery,active,121.5,43.0,0.5,moderate,35.02,97.8,1.142
2024-01-09 10:30:00,2024-01-09,9,recovery,active,99.6,32.2,0.528,moderate,34.5,98.9,1.142
2024-01-09 10:40:00,2024-01-09,9,recovery,active,106.6,36.4,0.239,low,35.1,98.9,1.142
2024-01-09 10:50:00,2024-01-09,9,recovery,active,123.2,44.4,0.247,low,34.95,97.5,1.142
2024-01-09 11:00:00,2024-01-09,9,recovery,active,112.0,38.4,0.372,moderate,34.19,97.3,1.142
2024-01-09 11:10:00,2024-01-09,9,recovery,active,104.7,39.6,0.345,moderate,35.16,98.6,1.142
2024-01-09 11:20:00,2024-01-09,9,recovery,active,123.7,35.6,0.39,moderate,34.38,99.2,1.142
2024-01-09 11:30:00,2024-01-09,9,recovery,active,100.8,41.6,0.575,moderate,34.96,97.7,1.142
2024-01-09 11:40:00,2024-01-09,9,recovery,active,117.9,40.8,0.423,moderate,35.15,98.3,1.142
2024-01-09 11:50:00,2024-01-09,9,recovery,active,124.2,31.6,0.234,low,34.69,97.2,1.142
2024-01-09 12:00:00,2024-01-09,9,recovery,lunch_rest,81.9,43.0,0.112,low,34.21,99.3,1.142
2024-01-09 12:10:00,2024-01-09,9,recovery,lunch_rest,75.4,45.0,0.087,very_low,34.55,97.1,1.142
2024-01-09 12:20:00,2024-01-09,9,recovery,lunch_rest,86.2,39.0,0.078,very_low,33.97,97.8,1.142
2024-01-09 12:30:00,2024-01-09,9,recovery,lunch_rest,80.4,51.4,0.101,low,34.31,98.2,1.142
2024-01-09 12:40:00,2024-01-09,9,recovery,lunch_rest,81.6,51.9,0.091,very_low,34.67,97.7,1.142
2024-01-09 12:50:00,2024-01-09,9,recovery,lunch_rest,80.8,44.5,0.122,low,34.21,98.4,1.142
2024-01-09 13:00:00,2024-01-09,9,recovery,active,119.3,43.4,0.549,moderate,34.68,98.7,1.142
2024-01-09 13:10:00,2024-01-09,9,recovery,active,105.9,36.0,0.324,moderate,35.18,97.6,1.142
2024-01-09 13:20:00,2024-01-09,9,recovery,active,100.6,33.1,0.6,moderate,35.1,98.8,1.142
2024-01-09 13:30:00,2024-01-09,9,recovery,active,123.6,33.5,0.423,moderate,34.74,99.2,1.142
2024-01-09 13:40:00,2024-01-09,9,recovery,active,105.1,35.4,0.266,low,34.69,98.1,1.142
2024-01-09 13:50:00,2024-01-09,9,recovery,active,119.8,41.3,0.575,moderate,34.87,99.2,1.142
2024-01-09 14:00:00,2024-01-09,9,recovery,active,108.0,43.3,0.343,moderate,35.15,97.9,1.142
2024-01-09 14:10:00,2024-01-09,9,recovery,active,116.9,37.1,0.571,moderate,34.5,98.5,1.142
2024-01-09 14:20:00,2024-01-09,9,recovery,active,98.9,46.7,0.326,moderate,34.93,98.7,1.142
2024-01-09 14:30:00,2024-01-09,9,recovery,active,99.9,46.3,0.584,moderate,35.2,98.0,1.142
2024-01-09 14:40:00,2024-01-09,9,recovery,active,111.3,38.8,0.581,moderate,34.46,97.0,1.142
2024-01-09 14:50:00,2024-01-09,9,recovery,active,96.9,39.2,0.309,moderate,35.22,98.5,1.142
2024-01-09 15:00:00,2024-01-09,9,recovery,active,124.3,45.0,0.302,moderate,35.12,98.8,1.142
2024-01-09 15:10:00,2024-01-09,9,recovery,active,111.0,38.3,0.216,low,35.0,99.5,1.142
2024-01-09 15:20:00,2024-01-09,9,recovery,active,116.2,33.4,0.339,moderate,35.11,98.3,1.142
2024-01-09 15:30:00,2024-01-09,9,recovery,active,118.9,37.0,0.307,moderate,34.77,98.0,1.142
2024-01-09 15:40:00,2024-01-09,9,recovery,active,98.7,39.1,0.31,moderate,35.0,98.4,1.142
2024-01-09 15:50:00,2024-01-09,9,recovery,active,115.1,46.8,0.38,moderate,34.46,98.8,1.142
2024-01-09 16:00:00,2024-01-09,9,recovery,active,118.7,37.7,0.531,moderate,34.99,98.3,1.142
2024-01-09 16:10:00,2024-01-09,9,recovery,active,115.4,44.7,0.317,moderate,35.03,99.3,1.142
2024-01-09 16:20:00,2024-01-09,9,recovery,active,121.8,33.6,0.412,moderate,34.65,98.0,1.142
2024-01-09 16:30:00,2024-01-09,9,recovery,active,122.5,42.7,0.379,moderate,34.86,98.4,1.142
2024-01-09 16:40:00,2024-01-09,9,recovery,active,106.6,48.8,0.265,low,34.99,97.9,1.142
2024-01-09 16:50:00,2024-01-09,9,recovery,active,125.6,28.6,0.545,moderate,34.72,99.1,1.142
2024-01-09 17:00:00,2024-01-09,9,recovery,rest,82.6,50.5,0.096,very_low,34.07,98.9,1.142
2024-01-09 17:10:00,2024-01-09,9,recovery,rest,76.0,42.8,0.099,very_low,33.83,99.1,1.142
2024-01-09 17:20:00,2024-01-09,9,recovery,rest,82.3,50.5,0.158,low,34.26,97.1,1.142
2024-01-09 17:30:00,2024-01-09,9,recovery,rest,81.4,56.5,0.159,low,34.58,97.2,1.142
2024-01-09 17:40:00,2024-01-09,9,recovery,rest,76.6,46.7,0.15,low,33.94,97.7,1.142
2024-01-09 17:50:00,2024-01-09,9,recovery,rest,75.2,51.5,0.175,low,34.29,99.3,1.142
2024-01-09 18:00:00,2024-01-09,9,recovery,rest,77.7,52.1,0.187,low,34.28,98.7,1.142
2024-01-09 18:10:00,2024-01-09,9,recovery,rest,72.8,45.1,0.114,low,34.46,98.0,1.142
2024-01-09 18:20:00,2024-01-09,9,recovery,rest,81.6,50.7,0.114,low,33.86,98.3,1.142
2024-01-09 18:30:00,2024-01-09,9,recovery,rest,81.8,47.5,0.129,low,34.42,97.4,1.142
2024-01-09 18:40:00,2024-01-09,9,recovery,rest,72.7,49.6,0.114,low,34.1,98.8,1.142
2024-01-09 18:50:00,2024-01-09,9,recovery,rest,83.4,48.1,0.185,low,34.02,97.7,1.142
2024-01-09 19:00:00,2024-01-09,9,recovery,rest,81.2,54.6,0.095,very_low,34.28,97.2,1.142
2024-01-09 19:10:00,2024-01-09,9,recovery,rest,71.2,42.5,0.135,low,34.22,99.0,1.142
2024-01-09 19:20:00,2024-01-09,9,recovery,rest,72.4,49.6,0.164,low,34.28,98.8,1.142
2024-01-09 19:30:00,2024-01-09,9,recovery,rest,67.2,49.4,0.056,very_low,33.95,98.1,1.142
2024-01-09 19:40:00,2024-01-09,9,recovery,rest,78.0,41.9,0.08,very_low,33.76,99.4,1.142
2024-01-09 19:50:00,2024-01-09,9,recovery,rest,81.3,47.8,0.192,low,34.47,98.5,1.142
2024-01-09 20:00:00,2024-01-09,9,recovery,rest,72.3,40.9,0.137,low,34.39,98.4,1.142
2024-01-09 20:10:00,2024-01-09,9,recovery,rest,73.9,52.3,0.097,very_low,33.88,98.0,1.142
2024-01-09 20:20:00,2024-01-09,9,recovery,rest,74.4,54.4,0.181,low,34.18,97.3,1.142
2024-01-09 20:30:00,2024-01-09,9,recovery,rest,82.2,55.3,0.067,very_low,34.17,98.9,1.142
2024-01-09 20:40:00,2024-01-09,9,recovery,rest,72.5,59.0,0.106,low,34.12,98.1,1.142
2024-01-09 20:50:00,2024-01-09,9,recovery,rest,74.7,50.8,0.188,low,33.97,98.1,1.142
2024-01-09 21:00:00,2024-01-09,9,recovery,rest,75.5,50.6,0.163,low,33.87,97.4,1.142
2024-01-09 21:10:00,2024-01-09,9,recovery,rest,77.8,55.0,0.148,low,34.29,97.8,1.142
2024-01-09 21:20:00,2024-01-09,9,recovery,rest,74.6,48.1,0.132,low,34.37,98.5,1.142
2024-01-09 21:30:00,2024-01-09,9,recovery,rest,76.1,42.7,0.126,low,33.9,98.0,1.142
2024-01-09 21:40:00,2024-01-09,9,recovery,rest,84.1,48.9,0.096,very_low,34.4,97.9,1.142
2024-01-09 21:50:00,2024-01-09,9,recovery,rest,78.8,40.0,0.065,very_low,34.28,99.4,1.142
2024-01-09 22:00:00,2024-01-09,9,recovery,sleep,60.4,69.7,0.023,very_low,34.13,96.9,1.142
2024-01-09 22:10:00,2024-01-09,9,recovery,sleep,61.8,56.2,0.011,very_low,34.14,95.6,1.142
2024-01-09 22:20:00,2024-01-09,9,recovery,sleep,55.5,49.9,0.031,very_low,33.87,98.0,1.142
2024-01-09 22:30:00,2024-01-09,9,recovery,sleep,55.2,61.0,0.012,very_low,33.51,95.5,1.142
2024-01-09 22:40:00,2024-01-09,9,recovery,sleep,60.8,50.5,0.034,very_low,33.92,97.9,1.142
2024-01-09 22:50:00,2024-01-09,9,recovery,sleep,61.5,56.1,0.03,very_low,33.84,96.2,1.142
2024-01-09 23:00:00,2024-01-09,9,recovery,sleep,65.0,53.2,0.02,very_low,33.85,96.9,1.142
2024-01-09 23:10:00,2024-01-09,9,recovery,sleep,62.3,53.4,0.003,very_low,33.82,96.9,1.142
2024-01-09 23:20:00,2024-01-09,9,recovery,sleep,64.0,52.6,0.042,very_low,33.63,96.3,1.142
2024-01-09 23:30:00,2024-01-09,9,recovery,sleep,62.6,55.4,0.037,very_low,34.1,97.4,1.142
2024-01-09 23:40:00,2024-01-09,9,recovery,sleep,57.5,60.3,0.001,very_low,33.63,97.4,1.142
2024-01-09 23:50:00,2024-01-09,9,recovery,sleep,58.2,63.5,0.049,very_low,34.09,98.2,1.142
2024-01-10 00:00:00,2024-01-10,10,rest,sleep,58.7,55.1,0.025,very_low,33.94,96.5,1.057
2024-01-10 00:10:00,2024-01-10,10,rest,sleep,58.6,63.7,0.025,very_low,34.02,97.1,1.057
2024-01-10 00:20:00,2024-01-10,10,rest,sleep,59.6,68.3,0.028,very_low,33.84,96.5,1.057
2024-01-10 00:30:00,2024-01-10,10,rest,sleep,52.8,50.7,0.04,very_low,34.04,96.0,1.057
2024-01-10 00:40:00,2024-01-10,10,rest,sleep,53.5,53.8,0.022,very_low,33.98,97.8,1.057
2024-01-10 00:50:00,2024-01-10,10,rest,sleep,54.5,70.3,0.005,very_low,34.05,96.4,1.057
2024-01-10 01:00:00,2024-01-10,10,rest,sleep,58.4,72.0,0.002,very_low,33.79,97.8,1.057
2024-01-10 01:10:00,2024-01-10,10,rest,sleep,51.3,54.4,0.026,very_low,34.18,98.3,1.057
2024-01-10 01:20:00,2024-01-10,10,rest,sleep,53.5,56.9,0.04,very_low,33.58,95.8,1.057
2024-01-10 01:30:00,2024-01-10,10,rest,sleep,60.5,51.5,0.01,very_low,33.6,98.2,1.057
2024-01-10 01:40:00,2024-01-10,10,rest,sleep,56.1,52.8,0.007,very_low,33.49,96.5,1.057
2024-01-10 01:50:00,2024-01-10,10,rest,sleep,60.0,65.1,0.046,very_low,33.82,97.1,1.057
2024-01-10 02:00:00,2024-01-10,10,rest,sleep,56.2,67.5,0.031,very_low,33.77,95.4,1.057
2024-01-10 02:10:00,2024-01-10,10,rest,sleep,56.9,51.6,0.018,very_low,33.98,95.3,1.057
2024-01-10 02:20:00,2024-01-10,10,rest,sleep,61.2,71.1,0.009,very_low,33.82,98.5,1.057
2024-01-10 02:30:00,2024-01-10,10,rest,sleep,58.3,68.3,0.031,very_low,34.01,97.4,1.057
2024-01-10 02:40:00,2024-01-10,10,rest,sleep,53.5,68.3,0.001,very_low,33.51,97.2,1.057
2024-01-10 02:50:00,2024-01-10,10,rest,sleep,51.0,55.2,0.027,very_low,33.63,98.3,1.057
2024-01-10 03:00:00,2024-01-10,10,rest,sleep,49.6,66.2,0.023,very_low,33.79,98.2,1.057
2024-01-10 03:10:00,2024-01-10,10,rest,sleep,55.0,59.3,0.013,very_low,33.76,95.5,1.057
2024-01-10 03:20:00,2024-01-10,10,rest,sleep,62.9,54.7,0.032,very_low,33.93,96.4,1.057
2024-01-10 03:30:00,2024-01-10,10,rest,sleep,57.3,55.7,0.004,very_low,34.1,96.7,1.057
2024-01-10 03:40:00,2024-01-10,10,rest,sleep,54.2,65.6,0.029,very_low,33.62,95.7,1.057
2024-01-10 03:50:00,2024-01-10,10,rest,sleep,54.6,61.8,0.015,very_low,34.04,97.5,1.057
2024-01-10 04:00:00,2024-01-10,10,rest,sleep,50.5,69.8,0.015,very_low,34.09,98.0,1.057
2024-01-10 04:10:00,2024-01-10,10,rest,sleep,51.0,61.7,0.037,very_low,34.11,98.2,1.057
2024-01-10 04:20:00,2024-01-10,10,rest,sleep,58.4,55.3,0.025,very_low,33.75,95.2,1.057
2024-01-10 04:30:00,2024-01-10,10,rest,sleep,52.5,51.8,0.001,very_low,33.65,98.5,1.057
2024-01-10 04:40:00,2024-01-10,10,rest,sleep,54.4,65.1,0.015,very_low,33.81,97.5,1.057
2024-01-10 04:50:00,2024-01-10,10,rest,sleep,60.9,66.0,0.033,very_low,34.06,97.9,1.057
2024-01-10 05:00:00,2024-01-10,10,rest,sleep,61.0,66.5,0.0,very_low,33.62,96.4,1.057
2024-01-10 05:10:00,2024-01-10,10,rest,sleep,54.4,59.6,0.009,very_low,33.52,95.1,1.057
2024-01-10 05:20:00,2024-01-10,10,rest,sleep,60.0,60.8,0.005,very_low,33.95,96.1,1.057
2024-01-10 05:30:00,2024-01-10,10,rest,sleep,56.1,61.1,0.046,very_low,33.75,96.2,1.057
2024-01-10 05:40:00,2024-01-10,10,rest,sleep,52.4,66.3,0.047,very_low,34.06,95.4,1.057
2024-01-10 05:50:00,2024-01-10,10,rest,sleep,60.6,55.2,0.029,very_low,34.0,98.4,1.057
2024-01-10 06:00:00,2024-01-10,10,rest,wake_rest,69.7,57.8,0.059,very_low,34.04,97.3,1.057
2024-01-10 06:10:00,2024-01-10,10,rest,wake_rest,68.2,54.3,0.13,low,33.84,99.0,1.057
2024-01-10 06:20:00,2024-01-10,10,rest,wake_rest,69.7,51.3,0.191,low,34.43,98.6,1.057
2024-01-10 06:30:00,2024-01-10,10,rest,wake_rest,69.2,56.8,0.174,low,34.36,98.2,1.057
2024-01-10 06:40:00,2024-01-10,10,rest,wake_rest,62.5,46.1,0.083,very_low,34.29,97.1,1.057
2024-01-10 06:50:00,2024-01-10,10,rest,wake_rest,64.7,46.8,0.069,very_low,34.44,98.7,1.057
2024-01-10 07:00:00,2024-01-10,10,rest,rest,69.6,56.5,0.068,very_low,34.23,97.0,1.057
2024-01-10 07:10:00,2024-01-10,10,rest,rest,70.2,49.2,0.189,low,34.0,97.2,1.057
2024-01-10 07:20:00,2024-01-10,10,rest,rest,68.6,48.6,0.197,low,34.26,97.4,1.057
2024-01-10 07:30:00,2024-01-10,10,rest,rest,67.7,56.9,0.108,low,34.15,97.2,1.057
2024-01-10 07:40:00,2024-01-10,10,rest,rest,67.1,51.3,0.069,very_low,34.25,99.1,1.057
2024-01-10 07:50:00,2024-01-10,10,rest,rest,76.7,52.9,0.152,low,34.0,98.4,1.057
2024-01-10 08:00:00,2024-01-10,10,rest,rest,74.3,56.8,0.118,low,33.83,98.6,1.057
2024-01-10 08:10:00,2024-01-10,10,rest,rest,71.5,52.5,0.074,very_low,34.05,97.4,1.057
2024-01-10 08:20:00,2024-01-10,10,rest,rest,70.7,53.6,0.051,very_low,34.04,99.4,1.057
2024-01-10 08:30:00,2024-01-10,10,rest,rest,66.0,61.4,0.065,very_low,34.03,98.6,1.057
2024-01-10 08:40:00,2024-01-10,10,rest,rest,68.4,62.6,0.062,very_low,34.11,99.4,1.057
2024-01-10 08:50:00,2024-01-10,10,rest,rest,71.2,59.0,0.194,low,34.28,97.2,1.057
2024-01-10 09:00:00,2024-01-10,10,rest,active,94.1,43.0,0.535,moderate,35.07,97.2,1.057
2024-01-10 09:10:00,2024-01-10,10,rest,active,105.6,41.6,0.5,moderate,34.46,98.9,1.057
2024-01-10 09:20:00,2024-01-10,10,rest,active,109.9,49.6,0.418,moderate,34.8,97.9,1.057
2024-01-10 09:30:00,2024-01-10,10,rest,active,99.3,46.5,0.538,moderate,35.16,99.0,1.057
2024-01-10 09:40:00,2024-01-10,10,rest,active,99.5,45.4,0.264,low,35.04,98.1,1.057
2024-01-10 09:50:00,2024-01-10,10,rest,active,104.9,51.7,0.25,low,34.93,99.3,1.057
2024-01-10 10:00:00,2024-01-10,10,rest,active,97.8,38.0,0.371,moderate,34.36,99.2,1.057
2024-01-10 10:10:00,2024-01-10,10,rest,active,105.3,34.2,0.276,low,34.92,97.1,1.057
2024-01-10 10:20:00,2024-01-10,10,rest,active,93.6,41.7,0.284,low,34.74,97.6,1.057
2024-01-10 10:30:00,2024-01-10,10,rest,active,113.0,44.1,0.255,low,35.07,98.9,1.057
2024-01-10 10:40:00,2024-01-10,10,rest,active,99.3,50.6,0.464,moderate,34.94,97.5,1.057
2024-01-10 10:50:00,2024-01-10,10,rest,active,105.5,38.1,0.244,low,34.98,99.0,1.057
2024-01-10 11:00:00,2024-01-10,10,rest,active,103.6,49.9,0.504,moderate,34.54,99.5,1.057
2024-01-10 11:10:00,2024-01-10,10,rest,active,102.8,43.3,0.468,moderate,34.28,97.3,1.057
2024-01-10 11:20:00,2024-01-10,10,rest,active,108.3,49.6,0.339,moderate,34.82,97.4,1.057
2024-01-10 11:30:00,2024-01-10,10,rest,active,107.5,33.0,0.39,moderate,34.63,97.3,1.057
2024-01-10 11:40:00,2024-01-10,10,rest,active,105.2,34.9,0.469,moderate,34.63,97.6,1.057
2024-01-10 11:50:00,2024-01-10,10,rest,active,110.4,49.9,0.338,moderate,34.66,97.9,1.057
2024-01-10 12:00:00,2024-01-10,10,rest,lunch_rest,68.8,51.3,0.138,low,34.24,99.2,1.057
2024-01-10 12:10:00,2024-01-10,10,rest,lunch_rest,72.0,45.1,0.105,low,34.4,98.3,1.057
2024-01-10 12:20:00,2024-01-10,10,rest,lunch_rest,71.6,50.1,0.093,very_low,34.46,98.7,1.057
2024-01-10 12:30:00,2024-01-10,10,rest,lunch_rest,75.4,41.7,0.082,very_low,34.13,98.5,1.057
2024-01-10 12:40:00,2024-01-10,10,rest,lunch_rest,78.3,47.9,0.101,low,33.96,97.2,1.057
2024-01-10 12:50:00,2024-01-10,10,rest,lunch_rest,73.4,50.6,0.07,very_low,33.97,98.4,1.057
2024-01-10 13:00:00,2024-01-10,10,rest,active,105.8,49.2,0.309,moderate,34.97,99.5,1.057
2024-01-10 13:10:00,2024-01-10,10,rest,active,92.7,49.1,0.241,low,35.18,98.7,1.057
2024-01-10 13:20:00,2024-01-10,10,rest,active,113.2,44.6,0.511,moderate,34.6,99.1,1.057
2024-01-10 13:30:00,2024-01-10,10,rest,active,105.6,47.8,0.593,moderate,34.58,97.1,1.057
2024-01-10 13:40:00,2024-01-10,10,rest,active,104.0,42.3,0.345,moderate,35.04,98.0,1.057
2024-01-10 13:50:00,2024-01-10,10,rest,active,118.0,34.7,0.395,moderate,34.95,98.9,1.057
2024-01-10 14:00:00,2024-01-10,10,rest,active,91.9,40.5,0.317,moderate,35.12,99.2,1.057
2024-01-10 14:10:00,2024-01-10,10,rest,active,105.3,35.8,0.396,moderate,34.8,97.9,1.057
